"from","to","n"
"Mongolia","Nigeria",21
"Mongolia","Panama",4
"Mongolia","Peru",18
"Mongolia","Rwanda",17
"Mongolia","Sudan",4
"Mongolia","Suriname",5
"Mongolia","Tanzania",7
"Mongolia","Uganda",8
"Mongolia","Zambia",1
"Myanmar","Angola",34
"Myanmar","Argentina",13
"Myanmar","Brazil",117
"Myanmar","Burkina Faso",6
"Myanmar","Colombia",33
"Myanmar","Congo",3
"Myanmar","Ecuador",7
"Myanmar","Ethiopia",29
"Myanmar","Gabon",2
"Myanmar","Ghana",73
"Myanmar","Ivory Coast (Cote d'Ivoire)",42
"Myanmar","Kenya",249
"Myanmar","Nigeria",42
"Myanmar","Panama",4
"Myanmar","Peru",8
"Myanmar","Rwanda",4
"Myanmar","Senegal",30
"Myanmar","South Sudan",18
"Myanmar","Sudan",39
"Myanmar","Tanzania",119
"Myanmar","Togo",7
"Myanmar","Uganda",26
"Myanmar","Zambia",15
"Nepal","Angola",18
"Nepal","Argentina",221
"Nepal","Benin",4
"Nepal","Bolivia",8
"Nepal","Brazil",472
"Nepal","Burundi",7
"Nepal","Cameroon",6
"Nepal","Colombia",17
"Nepal","Congo",2
"Nepal","Ecuador",2
"Nepal","Equatorial Guinea",5
"Nepal","Eritrea",18
"Nepal","Ethiopia",168
"Nepal","Gambia",2
"Nepal","Ghana",203
"Nepal","Ivory Coast (Cote d'Ivoire)",47
"Nepal","Kenya",617
"Nepal","Liberia",9
"Nepal","Mali",39
"Nepal","Mauritania",9
"Nepal","Niger",10
"Nepal","Nigeria",147
"Nepal","Paraguay",6
"Nepal","Peru",13
"Nepal","Rwanda",79
"Nepal","Senegal",164
"Nepal","Somalia",4
"Nepal","South Sudan",70
"Nepal","Sudan",402
"Nepal","Tanzania",332
"Nepal","Togo",2
"Nepal","Uganda",419
"Nepal","Zambia",108
"Oman","Angola",31
"Oman","Argentina",135
"Oman","Benin",33
"Oman","Bolivia",5
"Oman","Brazil",1028
"Oman","Burkina Faso",17
"Oman","Burundi",1490
"Oman","Cameroon",193
"Oman","Central African Republic",5
"Oman","Chad",38
"Oman","Colombia",164
"Oman","Congo",7
"Oman","Democratic Republic of the Congo",87
"Oman","Ecuador",191
"Oman","Equatorial Guinea",27
"Oman","Eritrea",38
"Oman","Ethiopia",13553
"Oman","Gabon",72
"Oman","Gambia",10
"Oman","Ghana",463
"Oman","Guinea",13
"Oman","Ivory Coast (Cote d'Ivoire)",82
"Oman","Kenya",6774
"Oman","Mali",57
"Oman","Mauritania",103
"Oman","Niger",8
"Oman","Nigeria",1660
"Oman","Panama",163
"Oman","Peru",86
"Oman","Rwanda",1229
"Oman","Senegal",207
"Oman","Sierra Leone",34
"Oman","Somalia",207
"Oman","South Sudan",70
"Oman","Sudan",12083
"Oman","Tanzania",44592
"Oman","Togo",30
"Oman","Trinidad and Tobago",50
"Oman","Uganda",4568
"Oman","Venezuela",91
"Oman","Zambia",96
"Pakistan","Angola",385
"Pakistan","Argentina",154
"Pakistan","Benin",163
"Pakistan","Bolivia",24
"Pakistan","Brazil",2192
"Pakistan","Burkina Faso",147
"Pakistan","Burundi",23
"Pakistan","Cameroon",181
"Pakistan","Central African Republic",14
"Pakistan","Chad",15
"Pakistan","Colombia",55
"Pakistan","Congo",157
"Pakistan","Democratic Republic of the Congo",817
"Pakistan","Ecuador",33
"Pakistan","Eritrea",1533
"Pakistan","Ethiopia",1113
"Pakistan","Gabon",94
"Pakistan","Gambia",39
"Pakistan","Ghana",582
"Pakistan","Guinea",76
"Pakistan","Guinea Bissau",14
"Pakistan","Guyana",11
"Pakistan","Ivory Coast (Cote d'Ivoire)",712
"Pakistan","Kenya",6083
"Pakistan","Liberia",300
"Pakistan","Mali",261
"Pakistan","Mauritania",317
"Pakistan","Niger",83
"Pakistan","Nigeria",3245
"Pakistan","Panama",78
"Pakistan","Paraguay",4
"Pakistan","Peru",45
"Pakistan","Rwanda",214
"Pakistan","Senegal",372
"Pakistan","Sierra Leone",157
"Pakistan","Somalia",605
"Pakistan","South Sudan",1511
"Pakistan","Sudan",7238
"Pakistan","Suriname",8
"Pakistan","Tanzania",5773
"Pakistan","Togo",115
"Pakistan","Trinidad and Tobago",14
"Pakistan","Uganda",3854
"Pakistan","Venezuela",2
"Pakistan","Zambia",796
"Palau","Argentina",15
"Palau","Brazil",2
"Papua New Guinea","Angola",4
"Papua New Guinea","Bolivia",2
"Papua New Guinea","Colombia",6
"Papua New Guinea","Ethiopia",11
"Papua New Guinea","Ghana",13
"Papua New Guinea","Kenya",48
"Papua New Guinea","Nigeria",25
"Papua New Guinea","Peru",43
"Papua New Guinea","Sierra Leone",2
"Papua New Guinea","Tanzania",45
"Papua New Guinea","Uganda",43
"Philippines","Angola",4314
"Philippines","Argentina",2047
"Philippines","Benin",221
"Philippines","Bolivia",5
"Philippines","Brazil",20521
"Philippines","Burkina Faso",136
"Philippines","Burundi",6
"Philippines","Cameroon",1123
"Philippines","Central African Republic",8
"Philippines","Chad",356
"Philippines","Colombia",666
"Philippines","Congo",1656
"Philippines","Democratic Republic of the Congo",677
"Philippines","Ecuador",647
"Philippines","Equatorial Guinea",758
"Philippines","Eritrea",112
"Philippines","Ethiopia",1021
"Philippines","Gabon",835
"Philippines","Gambia",31
"Philippines","Ghana",2735
"Philippines","Guinea",221
"Philippines","Guinea Bissau",10
"Philippines","Guyana",263
"Philippines","Ivory Coast (Cote d'Ivoire)",3006
"Philippines","Kenya",2055
"Philippines","Liberia",146
"Philippines","Mali",135
"Philippines","Mauritania",670
"Philippines","Niger",33
"Philippines","Nigeria",5737
"Philippines","Panama",5527
"Philippines","Paraguay",5
"Philippines","Peru",1890
"Philippines","Rwanda",249
"Philippines","Senegal",1172
"Philippines","Sierra Leone",130
"Philippines","Somalia",5
"Philippines","South Sudan",95
"Philippines","Sudan",366
"Philippines","Suriname",461
"Philippines","Tanzania",1286
"Philippines","Togo",1844
"Philippines","Trinidad and Tobago",760
"Philippines","Uganda",528
"Philippines","Venezuela",543
"Philippines","Zambia",761
"Qatar","Angola",109
"Qatar","Argentina",1906
"Qatar","Benin",66
"Qatar","Bolivia",103
"Qatar","Brazil",3716
"Qatar","Burkina Faso",136
"Qatar","Burundi",20
"Qatar","Cameroon",533
"Qatar","Central African Republic",8
"Qatar","Chad",83
"Qatar","Colombia",172
"Qatar","Congo",210
"Qatar","Democratic Republic of the Congo",43
"Qatar","Ecuador",149
"Qatar","Equatorial Guinea",25
"Qatar","Eritrea",18487
"Qatar","Ethiopia",10457
"Qatar","Gabon",33
"Qatar","Gambia",49
"Qatar","Ghana",5040
"Qatar","Guinea",168
"Qatar","Guinea Bissau",26
"Qatar","Guyana",5
"Qatar","Ivory Coast (Cote d'Ivoire)",137
"Qatar","Kenya",19479
"Qatar","Liberia",174
"Qatar","Mali",110
"Qatar","Mauritania",1024
"Qatar","Niger",222
"Qatar","Nigeria",8538
"Qatar","Panama",74
"Qatar","Paraguay",18
"Qatar","Peru",224
"Qatar","Rwanda",581
"Qatar","Senegal",396
"Qatar","Sierra Leone",145
"Qatar","Somalia",733
"Qatar","South Sudan",84
"Qatar","Sudan",114048
"Qatar","Tanzania",10085
"Qatar","Togo",69
"Qatar","Trinidad and Tobago",48
"Qatar","Uganda",3055
"Qatar","Venezuela",125
"Qatar","Zambia",59
"Saudi Arabia","Angola",166
"Saudi Arabia","Argentina",666
"Saudi Arabia","Benin",1224
"Saudi Arabia","Bolivia",16
"Saudi Arabia","Brazil",2071
"Saudi Arabia","Burkina Faso",1547
"Saudi Arabia","Burundi",606
"Saudi Arabia","Cameroon",1544
"Saudi Arabia","Central African Republic",62
"Saudi Arabia","Chad",3714
"Saudi Arabia","Colombia",1318
"Saudi Arabia","Congo",393
"Saudi Arabia","Democratic Republic of the Congo",272
"Saudi Arabia","Ecuador",228
"Saudi Arabia","Equatorial Guinea",67
"Saudi Arabia","Eritrea",28677
"Saudi Arabia","Ethiopia",137330
"Saudi Arabia","Gabon",456
"Saudi Arabia","Gambia",707
"Saudi Arabia","Ghana",7539
"Saudi Arabia","Guinea",1091
"Saudi Arabia","Guinea Bissau",52
"Saudi Arabia","Guyana",24
"Saudi Arabia","Ivory Coast (Cote d'Ivoire)",2886
"Saudi Arabia","Kenya",42066
"Saudi Arabia","Liberia",33
"Saudi Arabia","Mali",2525
"Saudi Arabia","Mauritania",3866
"Saudi Arabia","Niger",2525
"Saudi Arabia","Nigeria",62702
"Saudi Arabia","Panama",223
"Saudi Arabia","Paraguay",7
"Saudi Arabia","Peru",97
"Saudi Arabia","Rwanda",346
"Saudi Arabia","Sao Tome and Principe",3
"Saudi Arabia","Senegal",4336
"Saudi Arabia","Sierra Leone",159
"Saudi Arabia","Somalia",15806
"Saudi Arabia","South Sudan",824
"Saudi Arabia","Sudan",538483
"Saudi Arabia","Suriname",5
"Saudi Arabia","Tanzania",4571
"Saudi Arabia","Togo",618
"Saudi Arabia","Trinidad and Tobago",176
"Saudi Arabia","Uganda",3353
"Saudi Arabia","Venezuela",646
"Saudi Arabia","Zambia",732
"Singapore","Angola",1767
"Singapore","Argentina",1736
"Singapore","Benin",38
"Singapore","Bolivia",19
"Singapore","Brazil",11220
"Singapore","Burkina Faso",21
"Singapore","Cameroon",315
"Singapore","Central African Republic",16
"Singapore","Chad",2
"Singapore","Colombia",1034
"Singapore","Congo",356
"Singapore","Democratic Republic of the Congo",19
"Singapore","Ecuador",348
"Singapore","Equatorial Guinea",84
"Singapore","Eritrea",24
"Singapore","Ethiopia",496
"Singapore","French Guiana",4
"Singapore","Gabon",182
"Singapore","Gambia",14
"Singapore","Ghana",2173
"Singapore","Guinea",204
"Singapore","Guinea Bissau",2
"Singapore","Guyana",3
"Singapore","Ivory Coast (Cote d'Ivoire)",1138
"Singapore","Kenya",3090
"Singapore","Liberia",27
"Singapore","Mali",139
"Singapore","Mauritania",51
"Singapore","Niger",22
"Singapore","Nigeria",2485
"Singapore","Panama",892
"Singapore","Paraguay",3
"Singapore","Peru",1241
"Singapore","Rwanda",216
"Singapore","Senegal",339
"Singapore","Sierra Leone",50
"Singapore","South Sudan",12
"Singapore","Sudan",253
"Singapore","Suriname",27
"Singapore","Tanzania",1341
"Singapore","Togo",52
"Singapore","Trinidad and Tobago",84
"Singapore","Uganda",513
"Singapore","Venezuela",185
"Singapore","Zambia",262
"Solomon Islands","Ethiopia",2
"Solomon Islands","Kenya",1
"Solomon Islands","Nigeria",11
"Solomon Islands","Panama",1
"Solomon Islands","Peru",1
"Solomon Islands","Trinidad and Tobago",2
"South Korea","Angola",2617
"South Korea","Argentina",5939
"South Korea","Benin",232
"South Korea","Bolivia",648
"South Korea","Brazil",35241
"South Korea","Burkina Faso",225
"South Korea","Burundi",106
"South Korea","Cameroon",715
"South Korea","Central African Republic",48
"South Korea","Chad",70
"South Korea","Colombia",2151
"South Korea","Congo",125
"South Korea","Democratic Republic of the Congo",519
"South Korea","Ecuador",1799
"South Korea","Equatorial Guinea",586
"South Korea","Eritrea",2
"South Korea","Ethiopia",4203
"South Korea","Gabon",195
"South Korea","Gambia",4
"South Korea","Ghana",3117
"South Korea","Guinea",87
"South Korea","Ivory Coast (Cote d'Ivoire)",948
"South Korea","Kenya",5822
"South Korea","Liberia",21
"South Korea","Mali",129
"South Korea","Mauritania",101
"South Korea","Niger",52
"South Korea","Nigeria",3804
"South Korea","Panama",1294
"South Korea","Paraguay",678
"South Korea","Peru",11388
"South Korea","Rwanda",1029
"South Korea","Senegal",1175
"South Korea","Sierra Leone",38
"South Korea","South Sudan",103
"South Korea","Sudan",314
"South Korea","Suriname",7
"South Korea","Tanzania",3433
"South Korea","Togo",211
"South Korea","Trinidad and Tobago",49
"South Korea","Uganda",2484
"South Korea","Venezuela",567
"South Korea","Zambia",741
"Sri Lanka","Angola",114
"Sri Lanka","Argentina",218
"Sri Lanka","Benin",4
"Sri Lanka","Bolivia",12
"Sri Lanka","Brazil",743
"Sri Lanka","Burkina Faso",8
"Sri Lanka","Burundi",19
"Sri Lanka","Cameroon",57
"Sri Lanka","Central African Republic",20
"Sri Lanka","Colombia",52
"Sri Lanka","Congo",1
"Sri Lanka","Democratic Republic of the Congo",14
"Sri Lanka","Ecuador",12
"Sri Lanka","Equatorial Guinea",7
"Sri Lanka","Eritrea",27
"Sri Lanka","Ethiopia",550
"Sri Lanka","Gabon",181
"Sri Lanka","Gambia",6
"Sri Lanka","Ghana",344
"Sri Lanka","Guinea",17
"Sri Lanka","Guinea Bissau",26
"Sri Lanka","Guyana",11
"Sri Lanka","Ivory Coast (Cote d'Ivoire)",93
"Sri Lanka","Kenya",3182
"Sri Lanka","Liberia",4
"Sri Lanka","Mali",13
"Sri Lanka","Mauritania",66
"Sri Lanka","Nigeria",625
"Sri Lanka","Panama",58
"Sri Lanka","Paraguay",3
"Sri Lanka","Peru",78
"Sri Lanka","Rwanda",156
"Sri Lanka","Senegal",269
"Sri Lanka","Sierra Leone",46
"Sri Lanka","Somalia",9
"Sri Lanka","South Sudan",84
"Sri Lanka","Sudan",1170
"Sri Lanka","Tanzania",961
"Sri Lanka","Trinidad and Tobago",11
"Sri Lanka","Uganda",1783
"Sri Lanka","Venezuela",6
"Sri Lanka","Zambia",436
"Syria","Chad",1
"Syria","Kenya",3
"Syria","South Sudan",31
"Syria","Sudan",14164
"Taiwan","Angola",70
"Taiwan","Argentina",2706
"Taiwan","Benin",2
"Taiwan","Bolivia",4
"Taiwan","Brazil",7877
"Taiwan","Burkina Faso",754
"Taiwan","Cameroon",24
"Taiwan","Chad",20
"Taiwan","Colombia",349
"Taiwan","Congo",15
"Taiwan","Democratic Republic of the Congo",20
"Taiwan","Ecuador",261
"Taiwan","Ethiopia",211
"Taiwan","Gabon",2
"Taiwan","Gambia",5
"Taiwan","Ghana",116
"Taiwan","Guinea",53
"Taiwan","Ivory Coast (Cote d'Ivoire)",139
"Taiwan","Kenya",2440
"Taiwan","Mauritania",11
"Taiwan","Niger",3
"Taiwan","Nigeria",883
"Taiwan","Panama",498
"Taiwan","Paraguay",260
"Taiwan","Peru",1701
"Taiwan","Rwanda",35
"Taiwan","Senegal",196
"Taiwan","Sierra Leone",4
"Taiwan","Sudan",79
"Taiwan","Suriname",36
"Taiwan","Tanzania",357
"Taiwan","Togo",10
"Taiwan","Trinidad and Tobago",2
"Taiwan","Uganda",218
"Taiwan","Venezuela",32
"Taiwan","Zambia",144
"Tajikistan","Brazil",11
"Tajikistan","Cameroon",12
"Tajikistan","Congo",26
"Tajikistan","Democratic Republic of the Congo",1
"Tajikistan","Eritrea",72
"Tajikistan","Ethiopia",24
"Tajikistan","Ghana",7
"Tajikistan","Ivory Coast (Cote d'Ivoire)",4
"Tajikistan","Kenya",104
"Tajikistan","Mali",23
"Tajikistan","Niger",17
"Tajikistan","Nigeria",3
"Tajikistan","Senegal",3
"Tajikistan","Somalia",12
"Tajikistan","South Sudan",80
"Tajikistan","Sudan",333
"Tajikistan","Tanzania",124
"Tajikistan","Uganda",72
"Thailand","Angola",1496
"Thailand","Argentina",13968
"Thailand","Benin",195
"Thailand","Bolivia",15
"Thailand","Brazil",25794
"Thailand","Burkina Faso",308
"Thailand","Burundi",67
"Thailand","Cameroon",1866
"Thailand","Central African Republic",188
"Thailand","Chad",143
"Thailand","Colombia",1631
"Thailand","Congo",490
"Thailand","Democratic Republic of the Congo",352
"Thailand","Ecuador",344
"Thailand","Equatorial Guinea",136
"Thailand","Eritrea",145
"Thailand","Ethiopia",22178
"Thailand","Gabon",809
"Thailand","Gambia",9
"Thailand","Ghana",1934
"Thailand","Guinea",366
"Thailand","Guinea Bissau",23
"Thailand","Guyana",13
"Thailand","Ivory Coast (Cote d'Ivoire)",1095
"Thailand","Kenya",16273
"Thailand","Liberia",136
"Thailand","Mali",650
"Thailand","Mauritania",44
"Thailand","Niger",95
"Thailand","Nigeria",6011
"Thailand","Panama",832
"Thailand","Paraguay",18
"Thailand","Peru",960
"Thailand","Rwanda",813
"Thailand","Senegal",1182
"Thailand","Sierra Leone",94
"Thailand","Somalia",95
"Thailand","South Sudan",645
"Thailand","Sudan",1683
"Thailand","Suriname",8
"Thailand","Tanzania",3245
"Thailand","Togo",327
"Thailand","Trinidad and Tobago",15
"Thailand","Uganda",2373
"Thailand","Venezuela",42
"Thailand","Zambia",791
"Tonga","Argentina",20
"Turkey","Angola",601
"Turkey","Argentina",16141
"Turkey","Benin",1224
"Turkey","Bolivia",112
"Turkey","Brazil",23668
"Turkey","Burkina Faso",2020
"Turkey","Burundi",39
"Turkey","Cameroon",7119
"Turkey","Central African Republic",85
"Turkey","Chad",1925
"Turkey","Colombia",4728
"Turkey","Congo",794
"Turkey","Democratic Republic of the Congo",6080
"Turkey","Ecuador",1128
"Turkey","Equatorial Guinea",136
"Turkey","Eritrea",922
"Turkey","Ethiopia",18382
"Turkey","French Guiana",2
"Turkey","Gabon",6845
"Turkey","Gambia",441
"Turkey","Ghana",9692
"Turkey","Guinea",832
"Turkey","Guinea Bissau",113
"Turkey","Guyana",24
"Turkey","Ivory Coast (Cote d'Ivoire)",3733
"Turkey","Kenya",17807
"Turkey","Liberia",3785
"Turkey","Mali",4700
"Turkey","Mauritania",5005
"Turkey","Niger",2134
"Turkey","Nigeria",34343
"Turkey","Panama",2088
"Turkey","Paraguay",83
"Turkey","Peru",1723
"Turkey","Rwanda",2687
"Turkey","Senegal",6417
"Turkey","Sierra Leone",588
"Turkey","Somalia",3712
"Turkey","South Sudan",291
"Turkey","Sudan",35574
"Turkey","Suriname",159
"Turkey","Tanzania",15540
"Turkey","Togo",1243
"Turkey","Trinidad and Tobago",92
"Turkey","Uganda",7621
"Turkey","Venezuela",1336
"Turkey","Zambia",889
"Turkmenistan","Argentina",2
"Turkmenistan","Brazil",20
"Turkmenistan","Colombia",3
"Turkmenistan","Democratic Republic of the Congo",3
"Turkmenistan","Ecuador",2
"Turkmenistan","Eritrea",608
"Turkmenistan","Ethiopia",9
"Turkmenistan","Ghana",11
"Turkmenistan","Kenya",4
"Turkmenistan","Mauritania",3
"Turkmenistan","Nigeria",6
"Turkmenistan","Rwanda",15
"Turkmenistan","Sudan",180
"Turkmenistan","Tanzania",4
"Turkmenistan","Uganda",42
"Turkmenistan","Zambia",6
"United Arab Emirates","Angola",26826
"United Arab Emirates","Argentina",11945
"United Arab Emirates","Benin",1453
"United Arab Emirates","Bolivia",195
"United Arab Emirates","Brazil",40717
"United Arab Emirates","Burkina Faso",2049
"United Arab Emirates","Burundi",885
"United Arab Emirates","Cameroon",14022
"United Arab Emirates","Central African Republic",566
"United Arab Emirates","Chad",5780
"United Arab Emirates","Colombia",3246
"United Arab Emirates","Congo",20315
"United Arab Emirates","Democratic Republic of the Congo",2669
"United Arab Emirates","Ecuador",1020
"United Arab Emirates","Equatorial Guinea",316
"United Arab Emirates","Eritrea",34414
"United Arab Emirates","Ethiopia",147313
"United Arab Emirates","French Guiana",6
"United Arab Emirates","Gabon",3235
"United Arab Emirates","Gambia",180
"United Arab Emirates","Ghana",31703
"United Arab Emirates","Guinea",1298
"United Arab Emirates","Guinea Bissau",29
"United Arab Emirates","Guyana",21
"United Arab Emirates","Ivory Coast (Cote d'Ivoire)",10224
"United Arab Emirates","Kenya",142133
"United Arab Emirates","Liberia",234
"United Arab Emirates","Mali",4548
"United Arab Emirates","Mauritania",5880
"United Arab Emirates","Niger",4886
"United Arab Emirates","Nigeria",166430
"United Arab Emirates","Panama",1622
"United Arab Emirates","Paraguay",116
"United Arab Emirates","Peru",1049
"United Arab Emirates","Rwanda",11011
"United Arab Emirates","Sao Tome and Principe",2
"United Arab Emirates","Senegal",18680
"United Arab Emirates","Sierra Leone",599
"United Arab Emirates","Somalia",42238
"United Arab Emirates","South Sudan",11618
"United Arab Emirates","Sudan",127753
"United Arab Emirates","Suriname",85
"United Arab Emirates","Tanzania",66922
"United Arab Emirates","Togo",1271
"United Arab Emirates","Trinidad and Tobago",274
"United Arab Emirates","Uganda",53843
"United Arab Emirates","Venezuela",1211
"United Arab Emirates","Zambia",12055
"Uzbekistan","Argentina",6
"Uzbekistan","Brazil",64
"Uzbekistan","Burkina Faso",7
"Uzbekistan","Cameroon",13
"Uzbekistan","Chad",2
"Uzbekistan","Democratic Republic of the Congo",1
"Uzbekistan","Ethiopia",5
"Uzbekistan","Gabon",6
"Uzbekistan","Ghana",8
"Uzbekistan","Kenya",25
"Uzbekistan","Mali",19
"Uzbekistan","Mauritania",13
"Uzbekistan","Nigeria",5
"Uzbekistan","Peru",3
"Uzbekistan","Sudan",67
"Uzbekistan","Tanzania",24
"Uzbekistan","Trinidad and Tobago",33
"Uzbekistan","Uganda",17
"Uzbekistan","Venezuela",1
"Uzbekistan","Zambia",10
"Vanuatu","Argentina",1
"Vietnam","Angola",480
"Vietnam","Argentina",483
"Vietnam","Benin",34
"Vietnam","Bolivia",4
"Vietnam","Brazil",1696
"Vietnam","Burkina Faso",7
"Vietnam","Cameroon",158
"Vietnam","Central African Republic",4
"Vietnam","Colombia",273
"Vietnam","Congo",62
"Vietnam","Democratic Republic of the Congo",126
"Vietnam","Ecuador",52
"Vietnam","Ethiopia",203
"Vietnam","Gabon",23
"Vietnam","Gambia",2
"Vietnam","Ghana",344
"Vietnam","Guinea",41
"Vietnam","Guinea Bissau",11
"Vietnam","Ivory Coast (Cote d'Ivoire)",429
"Vietnam","Kenya",3055
"Vietnam","Liberia",11
"Vietnam","Mali",21
"Vietnam","Nigeria",1927
"Vietnam","Panama",249
"Vietnam","Paraguay",13
"Vietnam","Peru",714
"Vietnam","Rwanda",79
"Vietnam","Senegal",109
"Vietnam","Sierra Leone",8
"Vietnam","Somalia",3
"Vietnam","South Sudan",26
"Vietnam","Sudan",31
"Vietnam","Suriname",2
"Vietnam","Tanzania",406
"Vietnam","Togo",16
"Vietnam","Trinidad and Tobago",2
"Vietnam","Uganda",360
"Vietnam","Venezuela",109
"Vietnam","Zambia",103
"Western Samoa","Brazil",2
"Yemen","Ethiopia",4
"Angola","Bahrain",85
"Angola","Bangladesh",69
"Angola","Cambodia",39
"Angola","China",20808
"Angola","Cyprus",128
"Angola","Hong Kong",1417
"Angola","India",9051
